,url,text
10,https://www.neubaukompass.de/neubau/pohlestrasse-berlin/wohneinheit-82180,"Pohlestraße 9 Pohlestraße 9 Pohlestraße 9, 12557 Berlin / Köpenick Wohntyp Dachgeschosswohnung Preis 334.908 € Zimmeranzahl 2 Etage 5. OG (DG) Wohnfläche 62,02 m² Baujahr 2021 Badezimmer 1 Schlafzimmer 1 Projektiert Neubau Dusche Personenaufzug Vollunterkellert"
11,https://www.neubaukompass.de/neubau/pohlestrasse-berlin/wohneinheit-82177,"Pohlestraße 9 Pohlestraße 9 Pohlestraße 9, 12557 Berlin / Köpenick Wohntyp Etagenwohnung Preis 395.456 € Zimmeranzahl 3 Etage 1. OG Wohnfläche 79,89 m² Baujahr 2021 Badezimmer 1 Schlafzimmer 2 Projektiert Neubau Dusche Badewanne Personenaufzug Vollunterkellert Abstellraum"
12,https://www.neubaukompass.de/neubau/pohlestrasse-berlin/wohneinheit-82179,"Pohlestraße 9 Pohlestraße 9 Pohlestraße 9, 12557 Berlin / Köpenick Wohntyp Erdgeschosswohnung Preis 437.519 € Zimmeranzahl 3 Wohnfläche 90,21 m² Baujahr 2021 Badezimmer 1 Schlafzimmer 2 Projektiert Neubau Dusche Badewanne Personenaufzug Vollunterkellert Abstellraum"
13,https://www.neubaukompass.de/neubau/pohlestrasse-berlin/wohneinheit-82182,"Pohlestraße 9 Pohlestraße 9 Pohlestraße 9, 12557 Berlin / Köpenick Wohntyp Etagenwohnung Preis 497.525 € Zimmeranzahl 4 Etage 1. OG Wohnfläche 100,51 m² Baujahr 2021 Badezimmer 2 Schlafzimmer 3 Projektiert Neubau Dusche Badewanne Personenaufzug Vollunterkellert Abstellraum"
14,https://www.neubaukompass.de/neubau/pohlestrasse-berlin/wohneinheit-82171,"Pohlestraße 9 Pohlestraße 9 Pohlestraße 9, 12557 Berlin / Köpenick Wohntyp Erdgeschosswohnung Preis 504.643 € Zimmeranzahl 4 Wohnfläche 104,05 m² Baujahr 2021 Badezimmer 2 Schlafzimmer 3 Projektiert Neubau Dusche Badewanne Personenaufzug Vollunterkellert Abstellraum"
15,https://www.neubaukompass.de/neubau/wilhelmsaue-berlin/,"Wilhelmsaue 32, Berlin / Wilmersdorf Berlin Wilmersdorf Wohntyp Eigentumswohnung Preis 265.000 € - 1.239.000 € Zimmeranzahl 1 - 4 Zimmer Wohnfläche 36 m² - 145 m² Bezugsfertig Herbst 2020 Einheiten 64 Kategorie Gehoben Balkon Dachterrasse Tiefgarage Sanitärausstattung von Markenherstellern Bodengleiche Dusche Echtholz-Parkett Großformatige Fliesen"
16,https://www.neubaukompass.de/neubau/mommsen-und-wieland-berlin/,"Mommsenstraße, Berlin / Charlottenburg Berlin Charlottenburg Wohntyp Eigentumswohnung Preis 1.295.000 € - 2.550.000 € Zimmeranzahl 4 - 6 und mehr Zimmer Wohnfläche 120 m² - 255 m² Bezugsfertig Sofort bezugsfrei Einheiten 9 Kategorie Gehoben Aufzug Balkon Dachterrasse Echtholz-Parkett Kamin Großformatige Fliesen"
17,https://www.neubaukompass.de/neubau/mommsen-und-wieland-berlin/wohneinheit-83701,"Mommsen & Wieland Mommsen & Wieland Mommsenstraße, Berlin / Charlottenburg Wohntyp Etagenwohnung Preis 1.295.000 € Zimmeranzahl 4 Etage 2. OG Wohnfläche 119,59 m² Gesamtfläche 119,59 m² Bezugsfertigkeit Bezugsfertig Badezimmer 1 Schlafzimmer 3 Projektiert Altbau Personenaufzug Gäste-WC"
18,https://www.neubaukompass.de/neubau/mommsen-und-wieland-berlin/wohneinheit-83703,"Mommsen & Wieland Mommsen & Wieland Mommsenstraße, Berlin / Charlottenburg Wohntyp Dachgeschosswohnung Preis 2.490.000 € Zimmeranzahl 4 Etage 5. OG (DG) Wohnfläche 176,28 m² Gesamtfläche 176,28 m² Baujahr 2015 Bezugsfertigkeit Bezugsfertig Badezimmer 2 Schlafzimmer 3 Projektiert Neubau Dusche Personenaufzug"
19,https://www.neubaukompass.de/neubau/pfarrlandstrasse-13-berlin/,"Baubeginn erfolgt Pfarrlandstraße 13, 14165 Berlin / Zehlendorf Berlin Zehlendorf Wohntyp Eigentumswohnung Maisonettewohnung Preis 903.000 € - 1.395.000 € Zimmeranzahl 2 - 5 Zimmer Wohnfläche 110 m² - 168 m² Bezugsfertig ca. Anfang IV. Quartal 2021 Einheiten 4 Kategorie Gehoben Balkon Fußbodenheizung PKW-Stellplätze Terrasse Video Gegensprechanlage Fenster 3-fach verglast Sanitärausstattung von Markenherstellern Echtholz-Parkett Elektrische Rollläden Gäste-WC Barrierearm"
20,https://www.neubaukompass.de/neubau/alt-reinickendorf-54-berlin/,"Alt-Reinickendorf 54, 13407 Berlin / Reinickendorf Berlin Reinickendorf Wohntyp Eigentumswohnung Preis 414.715 € - 1.066.883 € Zimmeranzahl 3 - 5 Zimmer Wohnfläche 67,95 m² - 154,45 m² Bezugsfertig 3. Quartal 2021 Einheiten 9 Kategorie Gehoben Balkon PKW-Stellplätze Terrasse Sanitärausstattung von Markenherstellern Bodengleiche Dusche Handtuchheizkörper im Bad Echtholz-Parkett Blockheizkraftwerk Gemeinschaftsgarten Barrierearm"
21,https://www.neubaukompass.de/neubau/monos-berlin/,"Fasanenstraße 64, 10719 Berlin / Charlottenburg Berlin Charlottenburg Wohntyp Eigentumswohnung Maisonettewohnung Penthouse Preis Auf Anfrage Zimmeranzahl 1 - 6 und mehr Zimmer Wohnfläche 31 m² - 320 m² Bezugsfertig Auf Anfrage Einheiten 40 Kategorie Luxus Dachterrasse Fußbodenheizung Loggia Terrasse Tiefgarage Sanitärausstattung von Markenherstellern Handtuchheizkörper im Bad Badewanne Tageslichtbad Echtholz-Parkett Smart Home Ladestation für Elektrofahrzeuge Kamin Feinsteinfliesen Garten"
22,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/,"KfW 55 Kahlaer Straße 9-13, 16515 Oranienburg Oranienburg Wohntyp Eigentumswohnung Preis 189.759 € - 389.802 € Zimmeranzahl 2 - 4 Zimmer Wohnfläche 51,75 m² - 91,96 m² Bezugsfertig 2022 Einheiten 32 Kategorie Gehoben Aufzug Balkon Bodentiefe Fenster Fußbodenheizung Keller Terrasse Tiefgarage Fenster 3-fach verglast Offene Küche Sanitärausstattung von Markenherstellern Handtuchheizkörper im Bad Elektrische Rollläden Abstellraum Teilw. barrierefrei Garten"
23,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96751,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 220.401 € Zimmeranzahl 2 Etage EG Wohnfläche 54,42 m² "
24,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96754,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 220.401 € Zimmeranzahl 2 Etage EG Wohnfläche 54,42 m² "
25,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96755,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 223.122 € Zimmeranzahl 2 Etage 1. OG Wohnfläche 54,42 m² "
26,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96756,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 269.997 € Zimmeranzahl 2 Etage 2. OG Wohnfläche 62,79 m² "
27,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96744,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 259.837 € Zimmeranzahl 3 Etage 1. OG Wohnfläche 67,49 m² "
28,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96752,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 300.551 € Zimmeranzahl 3 Etage EG Wohnfläche 74,21 m² "
29,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96745,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 348.880 € Zimmeranzahl 3 Etage 2. OG Wohnfläche 87,22 m² "
30,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96743,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 363.132 € Zimmeranzahl 3 Etage EG Wohnfläche 94,32 m² "
31,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96746,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 367.320 € Zimmeranzahl 3 Etage 2. OG Wohnfläche 91,83 m² "
32,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96753,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 353.644 € Zimmeranzahl 4 Etage EG Wohnfläche 89,53 m² "
33,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96748,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 379.121 € Zimmeranzahl 4 Etage EG Wohnfläche 95,98 m² "
34,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96747,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Erdgeschosswohnung Preis 379.832 € Zimmeranzahl 4 Etage EG Wohnfläche 96,16 m² "
35,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96749,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 384.640 € Zimmeranzahl 4 Etage 1. OG Wohnfläche 96,16 m² "
36,https://www.neubaukompass.de/neubau/babel-tree-oranienburg/wohneinheit-96750,"BABEL TREE ORANIENBURG BABEL TREE ORANIENBURG Kahlaer Straße 9-13, 16515 Oranienburg Wohntyp Etagenwohnung Preis 389.802 € Zimmeranzahl 4 Etage 2. OG Wohnfläche 92,81 m² "
37,https://www.neubaukompass.de/neubau/gutshof-falkenberg-berlin/,"(weitere Infos) Besichtigung Beurkundung Videoberatung Dorfstraße 35/36, 13057 Berlin / Falkenberg Berlin Falkenberg Wohntyp Eigentumswohnung Reihenhaus Haus Preis 509.900 € - 559.900 € Zimmeranzahl 4 - 5 Zimmer Wohnfläche 146 m² - 152 m² Bezugsfertig 2021 Einheiten 95 Kategorie Gehoben PKW-Stellplätze Terrasse Offene Küche Bodengleiche Dusche Teilw. Gartenanteil"
38,https://www.neubaukompass.de/neubau/mywest-berlin/,"Bezugsfertig Denkmalschutz Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Berlin Wilmersdorf Wohntyp Eigentumswohnung Sanierung Preis ab 234.500 € Zimmeranzahl 1 - 2 Zimmer Wohnfläche 40 m² - 69 m² Bezugsfertig Ab sofort Einheiten Auf Anfrage Kategorie Gehoben Aufzug Balkon Keller Offene Küche Bodengleiche Dusche Handtuchheizkörper im Bad Tageslichtbad Echtholz-Parkett"
39,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81472,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 2. OG Wohnfläche 39,94 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
40,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81311,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 1. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
41,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81471,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 2. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollrenoviert Fernwärmeheizung Personenaufzug Vollunterkellert"
42,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-85955,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Erdgeschosswohnung Preis 258.500 € Zimmeranzahl 1 Etage EG Wohnfläche 45,70 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
43,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81315,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 4. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
44,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81316,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 4. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
45,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81313,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1 Etage 5. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Teil-/Vollrenoviert Fernwärmeheizung Personenaufzug Vollunterkellert"
46,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-81470,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis Auf Anfrage Zimmeranzahl 1,5 Etage 1. OG Wohnfläche 39,92 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Schlafzimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
47,https://www.neubaukompass.de/neubau/mywest-berlin/wohneinheit-92638,"MyWest MyWest Albrecht-Achilles-Str. 2, 10709 Berlin / Wilmersdorf Wohntyp Etagenwohnung Preis 274.000 € Zimmeranzahl 1,5 Etage 1. OG Wohnfläche 45,05 m² Baujahr 1964 Bezugsfertigkeit sofort Badezimmer 1 Schlafzimmer 1 Teil-/Vollsaniert Fernwärmeheizung Personenaufzug Vollunterkellert"
48,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/,"KfW 55 (weitere Infos) Besichtigung Beurkundung Videoberatung Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Berlin Nikolassee Wohntyp Eigentumswohnung Maisonettewohnung Mehrfamilienhaus Preis 353.000 € - 781.000 € Zimmeranzahl 1 - 3 Zimmer Wohnfläche 48,51 m² - 110,27 m² Bezugsfertig Frühjahr 2021 Einheiten 18 Kategorie Gehoben Balkon Bodentiefe Fenster Fußbodenheizung Loggia Privatgärten Tiefgarage Sanitärausstattung von Markenherstellern Echtholz-Parkett Elektrische Rollläden"
49,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93896,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 348.282 € Zimmeranzahl 1 Etage EG Wohnfläche 48,51 m² Gartenfläche 74 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Neubau Gehobene Ausstattung Dusche Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Südbalkon/-terrasse Rolladen KFW55"
50,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93868,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 465.282 € Zimmeranzahl 2 Etage 1. OG Wohnfläche 61,02 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 1 Neubau Gehobene Ausstattung Dusche Badewanne Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Südbalkon/-terrasse Abstellraum Rolladen KFW55"
51,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93914,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 473.282 € Zimmeranzahl 2 Etage EG Wohnfläche 75,37 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 1 Neubau Gehobene Ausstattung Badewanne Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Rolladen Gäste-WC KFW55"
52,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93935,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 481.282 € Zimmeranzahl 2 Etage EG Wohnfläche 78,88 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 1 Neubau Gehobene Ausstattung Dusche Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Westbalkon/-terrasse Rolladen Gäste-WC KFW55"
53,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93923,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 498.282 € Zimmeranzahl 2 Etage 1. OG Wohnfläche 79,97 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 1 Neubau Gehobene Ausstattung Dusche Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Südbalkon/-terrasse Rolladen Gäste-WC KFW55"
54,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93948,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 709.282 € Zimmeranzahl 3 Etage 2. OG Wohnfläche 100,58 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 2 Neubau Gehobene Ausstattung Dusche Badewanne Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Südbalkon/-terrasse Rolladen Gäste-WC KFW55"
55,https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/wohneinheit-93841,"Nikolas Ensemble Nikolas Ensemble Potsdamer Chaussee 72, 74, 14129 Berlin / Nikolassee Wohntyp Etagenwohnung Preis 779.282 € Zimmeranzahl 3 Etage 2. OG Wohnfläche 110,27 m² Bezugsfertigkeit Anfang 2021 Badezimmer 1 Schlafzimmer 2 Neubau Gehobene Ausstattung Dusche Badewanne Offene Küche Parkettboden Fußbodenheizung Befeuerung: Gas Personenaufzug Tiefgaragenstellplatz Südbalkon/-terrasse Abstellraum Rolladen Gäste-WC KFW55"
56,https://www.neubaukompass.de/neubau/vertino-potsdam/,"Baubeginn erfolgt (weitere Infos) Besichtigung Beurkundung Videoberatung Leo-Bauer-Straße 8-12A, 14476 Potsdam / Groß Glienicke Potsdam Groß Glienicke Wohntyp Doppelhaushälfte Haus Preis 753.900 € - 770.700 € Zimmeranzahl 4 Zimmer Wohnfläche 172 m² Bezugsfertig nach Vereinbarung Einheiten 2 Kategorie Gehoben Balkon Bodentiefe Fenster Dachterrasse Fußbodenheizung Garage Terrasse Video Gegensprechanlage Elektrische Rollläden Abstellraum Gäste-WC 2 Badezimmer Garten"
57,https://www.neubaukompass.de/neubau/kurt-tucholsky-strasse-47-hohen-neuendorf/,"Kurt-Tucholsky-Straße 47, 16540 Hohen Neuendorf Hohen Neuendorf Wohntyp Reihenhaus Haus Preis 569.000 € - 589.000 € Zimmeranzahl 4 Zimmer Wohnfläche 140 m² - 145 m² Bezugsfertig 2021 Einheiten 3 Kategorie Gehoben Bodentiefe Fenster Terrasse Offene Küche Sanitärausstattung von Markenherstellern Badewanne Gäste-WC Garten"
58,https://www.neubaukompass.de/neubau/pan-und-co-berlin/,"KfW 55 Mühlenstr. 60, 13187 Berlin / Pankow Berlin Pankow Wohntyp Eigentumswohnung Preis 269.700 € - 1.421.000 € Zimmeranzahl 1 - 5 Zimmer Wohnfläche 41 m² - 167 m² Bezugsfertig Sommer 2022 Einheiten 51 Kategorie Gehoben Aufzug Balkon Bodentiefe Fenster Dachterrasse Fahrradraum Fußbodenheizung Parkettboden Tiefgarage Video Gegensprechanlage Fenster 3-fach verglast Teilw. Gartenanteil Blockheizkraftwerk"
